MONTH,DAY_OF_MONTH,DAY_OF_WEEK,UNIQUE_CARRIER,DISTANCE,ORIGIN_CITY_TIME_ZONE,DEST_CITY_TIME_ZONE,SCHD_ARR_TIME_UTC_MINUTES,EXPECTED_DURATION,NEW_ORIGIN,NEW_DEST,ARR_DELAY_CLS
7,17,1,DL,425.0,America/Chicago,America/New_York,1185,115,Other,ATL,1
2,7,3,DL,332.0,America/Chicago,America/New_York,1494,148,Other,ATL,1
1,16,2,DL,794.0,America/New_York,America/New_York,1343,132,ATL,Other,1
1,29,1,DL,366.0,America/New_York,America/New_York,1478,92,Other,ATL,1
8,10,4,DL,581.0,America/New_York,America/New_York,1567,139,ATL,FLL,1
8,27,7,DL,760.0,America/New_York,America/New_York,1048,88,ATL,Other,0
5,7,7,AA,226.0,America/New_York,America/New_York,1077,91,ATL,CLT,1
7,14,5,B6,946.0,America/New_York,America/New_York,781,153,Other,ATL,0
3,20,2,DL,547.0,America/New_York,America/New_York,1409,132,ATL,Other,1
9,2,6,DL,447.0,America/New_York,America/New_York,1375,106,ATL,Other,1
2,5,1,9E,694.0,America/New_York,America/Chicago,343,168,ATL,Other,1
6,6,2,WN,696.0,America/Chicago,America/New_York,788,120,Other,ATL,0
8,22,2,UA,1199.0,America/Denver,America/New_York,1569,155,Other,ATL,0
5,2,2,DL,528.0,America/New_York,America/New_York,1355,69,Other,ATL,0
5,9,2,DL,357.0,America/New_York,America/New_York,725,71,Other,ATL,0
8,25,5,DL,646.0,America/New_York,America/New_York,1075,91,ATL,Other,0
3,16,5,DL,774.0,America/New_York,America/Chicago,125,94,ATL,Other,0
4,17,2,YX,547.0,America/New_York,America/New_York,729,140,ATL,Other,1
4,22,7,DL,581.0,America/New_York,America/New_York,348,116,ATL,FLL,1
3,21,3,WN,447.0,America/New_York,America/New_York,897,145,Other,ATL,1
7,3,1,DL,692.0,America/Chicago,America/New_York,825,95,Other,ATL,0
8,1,2,DL,594.0,America/New_York,America/New_York,1077,96,Other,ATL,0
9,15,5,DL,761.0,America/Chicago,America/New_York,802,145,Other,ATL,1
10,5,4,NK,425.0,America/Chicago,America/New_York,843,102,Other,ATL,1
7,14,5,DL,577.0,America/New_York,America/New_York,852,77,Other,ATL,0
7,16,7,EV,773.0,America/Chicago,America/New_York,1487,253,ORD,SAV,1
5,3,3,WN,581.0,America/New_York,America/New_York,989,129,ATL,FLL,1
7,16,7,WN,404.0,America/New_York,America/New_York,160,84,ATL,MCO,0
11,1,3,DL,306.0,America/New_York,America/New_York,1201,57,ATL,Other,0
8,31,4,DL,1947.0,America/New_York,America/Los_Angeles,1091,317,ATL,Other,1
2,13,2,DL,153.0,America/New_York,America/New_York,1260,68,Other,ATL,0
7,13,4,OO,606.0,America/New_York,America/Chicago,1425,483,ATL,ORD,1
2,12,1,DL,1947.0,America/Los_Angeles,America/New_York,1466,245,Other,ATL,1
5,30,2,DL,302.0,America/New_York,America/Chicago,126,57,ATL,Other,0
2,12,1,DL,516.0,America/New_York,America/New_York,807,93,Other,ATL,0
8,30,3,DL,591.0,America/Chicago,America/New_York,1219,80,Other,ATL,0
4,2,1,DL,1947.0,America/New_York,America/Los_Angeles,369,272,ATL,Other,0
7,25,2,DL,1590.0,America/Denver,America/New_York,983,205,Other,ATL,0
1,16,2,DL,762.0,America/New_York,America/New_York,1118,73,ATL,LGA,0
5,19,5,DL,794.0,America/New_York,America/New_York,910,119,ATL,Other,0
9,17,7,UA,606.0,America/Chicago,America/New_York,759,95,ORD,ATL,0
7,2,7,DL,577.0,America/New_York,America/New_York,1016,106,ATL,Other,0
5,17,3,NK,554.0,America/New_York,America/New_York,854,101,ATL,Other,0
10,5,4,DL,214.0,America/New_York,America/New_York,1147,55,ATL,SAV,0
1,23,2,DL,712.0,America/New_York,America/New_York,1321,86,Other,ATL,0
1,23,2,DL,406.0,America/New_York,America/New_York,800,77,Other,ATL,0
9,11,1,DL,302.0,America/New_York,America/Chicago,247,109,ATL,Other,1
9,4,1,DL,1027.0,America/New_York,America/New_York,755,142,Other,ATL,0
4,17,2,DL,508.0,America/New_York,America/New_York,697,115,Other,ATL,0
3,18,7,DL,250.0,America/Chicago,America/New_York,1145,267,Other,ATL,1
1,16,2,DL,341.0,America/Chicago,America/New_York,137,88,Other,ATL,1
3,22,4,OO,147.0,America/New_York,America/Chicago,1194,55,ATL,Other,0
4,9,1,DL,432.0,America/Indiana/Indianapolis,America/New_York,1444,79,Other,ATL,0
8,15,2,DL,1282.0,America/New_York,America/Denver,1027,180,ATL,Other,0
7,27,4,DL,406.0,America/New_York,America/New_York,840,92,Other,ATL,0
7,4,2,WN,1747.0,America/New_York,America/Los_Angeles,970,230,ATL,Other,0
7,20,4,EV,448.0,America/Chicago,America/New_York,879,83,Other,ATL,0
3,10,6,DL,373.0,America/New_York,America/New_York,1202,60,Other,ATL,0
12,27,3,DL,1747.0,America/New_York,America/Los_Angeles,302,282,ATL,Other,1
4,3,2,DL,1747.0,America/New_York,America/Los_Angeles,1393,260,ATL,Other,0
6,30,5,EV,851.0,America/Chicago,America/New_York,1195,129,Other,SAV,0
7,11,2,DL,765.0,America/Chicago,America/New_York,755,109,Other,ATL,0
7,12,3,DL,259.0,America/New_York,America/New_York,945,55,ATL,Other,0
4,9,1,WN,447.0,America/New_York,America/New_York,217,76,ATL,Other,0
5,23,2,AA,226.0,America/New_York,America/New_York,271,114,Other,ATL,1
7,14,5,OO,227.0,America/New_York,America/New_York,824,89,ATL,Other,1
4,4,3,WN,591.0,America/New_York,America/Chicago,1008,106,ATL,Other,0
11,19,7,WN,581.0,America/New_York,America/New_York,169,111,ATL,FLL,0
3,2,5,DL,214.0,America/New_York,America/Chicago,1022,57,ATL,Other,0
5,14,7,DL,2172.0,America/Los_Angeles,America/New_York,605,267,Other,ATL,0
3,23,5,AA,666.0,America/New_York,America/New_York,1181,145,ATL,Other,1
9,18,1,DL,1269.0,America/New_York,America/Denver,1033,203,ATL,Other,1
1,31,3,DL,404.0,America/New_York,America/New_York,935,74,MCO,ATL,0
9,23,6,DL,516.0,America/New_York,America/New_York,1044,67,ATL,Other,0
1,17,3,DL,432.0,America/New_York,America/Indiana/Indianapolis,279,147,ATL,Other,1
3,23,5,DL,332.0,America/New_York,America/Chicago,1122,66,ATL,Other,0
11,15,3,EV,674.0,America/Chicago,America/New_York,138,104,Other,ATL,0
8,18,5,OO,331.0,America/New_York,America/New_York,836,90,ATL,Other,0
4,11,3,DL,721.0,America/Chicago,America/New_York,1526,110,Other,ATL,0
8,27,7,DL,821.0,America/New_York,America/Chicago,1026,123,ATL,Other,0
11,29,3,DL,762.0,America/New_York,America/New_York,1130,117,LGA,ATL,0
12,28,4,AA,925.0,America/New_York,America/Chicago,1043,206,SAV,DFW,1
5,2,2,DL,721.0,America/New_York,America/Chicago,1008,121,ATL,Other,0
11,21,2,DL,406.0,America/New_York,America/New_York,1017,107,ATL,Other,1
12,12,2,DL,432.0,America/New_York,America/Indiana/Indianapolis,1274,108,ATL,Other,1
8,8,2,DL,1184.0,America/New_York,America/Denver,249,245,ATL,Other,1
3,17,6,DL,692.0,America/New_York,America/Chicago,869,137,ATL,Other,1
4,23,1,DL,674.0,America/New_York,America/Chicago,1382,107,ATL,Other,0
2,24,6,AA,594.0,America/New_York,America/New_York,853,146,Other,ATL,1
9,2,6,DL,404.0,America/New_York,America/New_York,1347,93,ATL,MCO,0
1,29,1,DL,406.0,America/New_York,America/New_York,267,127,ATL,Other,1
9,17,7,WN,721.0,America/Chicago,America/New_York,118,103,Other,ATL,0
4,27,5,G4,708.0,America/New_York,America/New_York,851,85,SAV,Other,0
11,28,2,DL,106.0,America/New_York,America/New_York,1301,23,ATL,Other,0
8,2,3,WN,425.0,America/Chicago,America/New_York,932,69,Other,ATL,0
12,3,7,DL,821.0,America/New_York,America/Chicago,270,128,ATL,Other,0
3,19,1,DL,859.0,America/New_York,America/New_York,1562,185,Other,ATL,1
3,26,1,DL,444.0,America/New_York,America/New_York,1369,97,Other,ATL,0
1,7,7,WN,696.0,America/Chicago,America/New_York,248,98,Other,ATL,0
2,20,2,DL,907.0,America/Chicago,America/New_York,1571,139,Other,ATL,0
8,29,2,DL,731.0,America/New_York,America/Chicago,972,134,ATL,DFW,0
8,10,4,WN,577.0,America/New_York,America/New_York,1185,159,Other,ATL,1
12,2,6,DL,762.0,America/New_York,America/New_York,1453,137,LGA,ATL,0
6,29,4,EV,170.0,America/New_York,America/Chicago,1400,80,ATL,Other,1
11,16,4,WN,447.0,America/New_York,America/New_York,899,92,ATL,Other,0
10,25,3,WN,577.0,America/New_York,America/New_York,884,66,ATL,Other,0
7,17,1,DL,907.0,America/Chicago,America/New_York,1510,206,Other,ATL,1
10,17,2,DL,594.0,America/New_York,America/Detroit,253,107,ATL,Other,0
5,1,1,OO,350.0,America/Chicago,America/New_York,1398,91,Other,ATL,1
7,24,1,DL,669.0,America/Chicago,America/New_York,1456,134,Other,ATL,1
8,4,5,UA,746.0,America/New_York,America/New_York,1508,217,ATL,Other,1
10,1,7,DL,674.0,America/New_York,America/Chicago,983,93,ATL,Other,0
5,16,2,WN,356.0,America/New_York,America/New_York,240,91,ATL,Other,1
2,26,1,DL,406.0,America/New_York,America/New_York,1226,138,ATL,Other,1
2,11,7,DL,674.0,America/Chicago,America/New_York,112,91,Other,ATL,0
1,1,1,WN,946.0,America/New_York,America/New_York,256,128,ATL,BOS,0
1,24,3,EV,780.0,America/New_York,America/New_York,443,204,ATL,Other,1
4,13,5,NK,666.0,America/New_York,America/New_York,1498,92,ATL,Other,0
3,15,4,DL,442.0,America/New_York,America/New_York,870,70,ATL,Other,0
9,4,1,DL,594.0,America/New_York,America/New_York,1395,96,ATL,Other,0
11,15,3,OO,448.0,America/Chicago,America/New_York,1144,70,Other,ATL,0
5,19,5,DL,1587.0,America/New_York,America/Phoenix,1551,300,ATL,Other,1
8,9,3,NK,581.0,America/New_York,America/New_York,1395,109,FLL,ATL,0
2,5,1,DL,357.0,America/New_York,America/New_York,874,156,Other,ATL,1
5,10,3,EV,551.0,America/New_York,America/Chicago,1337,174,ATL,Other,1
2,21,3,DL,356.0,America/New_York,America/New_York,1488,63,Other,ATL,0
12,21,4,OO,106.0,America/New_York,America/New_York,905,99,Other,ATL,1
4,17,2,DL,874.0,America/Chicago,America/New_York,856,129,Other,ATL,0
5,14,7,DL,425.0,America/New_York,America/Chicago,248,69,ATL,Other,0
10,19,4,DL,259.0,America/New_York,America/New_York,644,50,Other,ATL,0
1,19,5,OH,213.0,America/New_York,America/New_York,108,60,Other,SAV,0
5,25,4,DL,134.0,America/Chicago,America/New_York,910,61,Other,ATL,1
12,1,5,DL,515.0,America/New_York,America/New_York,894,104,Other,ATL,0
10,14,6,DL,534.0,America/New_York,America/New_York,1355,85,Other,ATL,0
3,4,7,DL,250.0,America/Chicago,America/New_York,775,59,Other,ATL,0
4,25,3,AA,731.0,America/New_York,America/Chicago,869,89,ATL,DFW,0
12,1,5,DL,874.0,America/New_York,America/Chicago,286,122,ATL,Other,0
5,17,3,DL,606.0,America/New_York,America/Chicago,488,247,ATL,ORD,1
9,1,5,DL,306.0,America/New_York,America/New_York,834,89,Other,ATL,1
8,11,5,DL,907.0,America/Chicago,America/New_York,844,160,Other,ATL,1
3,11,7,9E,304.0,America/New_York,America/New_York,916,85,ATL,Other,1
3,25,7,DL,674.0,America/New_York,America/Chicago,214,131,ATL,Other,0
4,7,6,DL,377.0,America/New_York,America/New_York,1351,78,ATL,Other,0
8,23,3,DL,481.0,America/New_York,America/New_York,1038,79,Other,ATL,0
11,14,2,DL,692.0,America/Chicago,America/New_York,1298,89,Other,ATL,0
8,1,2,EV,250.0,America/New_York,America/Chicago,776,43,ATL,Other,0
8,3,4,EV,250.0,America/New_York,America/Chicago,1160,74,ATL,Other,1
5,25,4,EV,851.0,America/Chicago,America/New_York,1326,175,Other,SAV,1
12,15,5,DL,946.0,America/New_York,America/New_York,1467,203,Other,ATL,1
10,10,2,DL,404.0,America/New_York,America/New_York,129,78,ATL,MCO,0
8,28,1,DL,223.0,America/New_York,America/New_York,1233,36,ATL,Other,0
10,30,1,DL,134.0,America/New_York,America/Chicago,1192,20,ATL,Other,0
8,17,4,DL,151.0,America/New_York,America/Chicago,57,37,ATL,Other,0
5,26,5,UA,689.0,America/Chicago,America/New_York,1106,152,Other,ATL,1
6,5,1,DL,946.0,America/New_York,America/New_York,1545,212,Other,ATL,1
5,4,4,DL,1282.0,America/New_York,America/Denver,175,166,ATL,Other,0
12,23,6,DL,1027.0,America/New_York,America/New_York,352,165,ATL,Other,1
9,20,3,DL,545.0,America/New_York,America/New_York,1005,95,ATL,Other,0
3,23,5,DL,442.0,America/New_York,America/New_York,1308,51,ATL,Other,0
7,18,2,DL,554.0,America/New_York,America/New_York,1100,113,Other,ATL,1
5,25,4,DL,712.0,America/New_York,America/New_York,1465,254,ATL,Other,1
8,4,5,DL,432.0,America/New_York,America/Indiana/Indianapolis,1220,100,ATL,Other,1
12,14,4,WN,721.0,America/New_York,America/Chicago,230,105,ATL,Other,0
3,8,4,DL,481.0,America/New_York,America/New_York,1430,78,ATL,Other,0
7,11,2,DL,1590.0,America/New_York,America/Denver,367,272,ATL,Other,1
11,15,3,DL,332.0,America/Chicago,America/New_York,776,59,Other,ATL,0
6,1,4,DL,577.0,America/New_York,America/New_York,1072,84,ATL,Other,0
10,26,4,DL,484.0,America/New_York,America/Chicago,1291,156,ATL,Other,1
5,6,6,DL,907.0,America/New_York,America/Chicago,1129,166,ATL,Other,1
2,7,3,WN,813.0,America/Chicago,America/New_York,1294,111,Other,ATL,0
2,20,2,OO,448.0,America/New_York,America/Chicago,1449,126,ATL,Other,1
10,26,4,DL,425.0,America/Chicago,America/New_York,1188,74,Other,ATL,0
12,6,3,EV,579.0,America/Chicago,America/New_York,1486,140,Other,ATL,1
7,5,3,DL,712.0,America/New_York,America/New_York,1323,102,Other,ATL,0
4,29,7,DL,457.0,America/New_York,America/New_York,683,85,Other,ATL,0
3,8,4,DL,646.0,America/New_York,America/New_York,1215,105,Other,ATL,0
7,19,3,WN,946.0,America/New_York,America/New_York,1205,168,ATL,BOS,1
7,13,4,DL,581.0,America/New_York,America/New_York,855,99,FLL,ATL,0
3,3,6,9E,302.0,America/New_York,America/Chicago,1192,61,ATL,Other,0
11,27,1,DL,332.0,America/Chicago,America/New_York,1371,58,Other,ATL,0
4,11,3,9E,192.0,America/New_York,America/New_York,1460,75,Other,ATL,0
8,30,3,DL,577.0,America/New_York,America/New_York,1057,68,ATL,Other,0
6,22,4,EV,533.0,America/Chicago,America/New_York,763,109,Other,ATL,0
8,15,2,DL,545.0,America/New_York,America/New_York,1334,148,ATL,Other,1
12,29,5,DL,1892.0,America/New_York,America/Los_Angeles,1030,236,ATL,Other,0
5,26,5,DL,425.0,America/New_York,America/Chicago,751,65,ATL,Other,0
8,12,6,DL,214.0,America/Chicago,America/New_York,1020,54,Other,ATL,0
10,31,2,DL,903.0,America/New_York,America/New_York,1156,148,Other,ATL,0
6,10,6,DL,447.0,America/New_York,America/New_York,819,89,ATL,Other,0
2,22,4,WN,813.0,America/Chicago,America/New_York,1364,142,Other,ATL,1
1,18,4,DL,853.0,America/New_York,America/New_York,1581,503,Other,ATL,1
10,30,1,DL,432.0,America/New_York,America/New_York,669,72,Other,ATL,0
11,2,4,DL,526.0,America/New_York,America/New_York,1303,84,ATL,Other,0
7,20,4,EV,192.0,America/New_York,America/New_York,1319,31,ATL,Other,0
8,7,1,EV,774.0,America/New_York,America/Chicago,1252,126,ATL,Other,1
10,3,2,DL,907.0,America/New_York,America/Chicago,169,107,ATL,Other,0
6,26,1,OO,147.0,America/Chicago,America/New_York,267,158,Other,ATL,1
2,7,3,DL,594.0,America/New_York,America/New_York,1179,261,Other,ATL,1
10,29,7,DL,406.0,America/New_York,America/New_York,1275,69,ATL,Other,0
9,8,5,AA,731.0,America/New_York,America/Chicago,422,326,ATL,DFW,1
12,10,7,DL,332.0,America/Chicago,America/New_York,911,74,Other,ATL,0
7,7,5,EV,563.0,America/New_York,America/Chicago,1071,102,ATL,Other,0
3,18,7,DL,903.0,America/New_York,America/New_York,958,133,ATL,Other,0
7,4,2,DL,447.0,America/New_York,America/New_York,821,82,Other,ATL,0
6,19,1,WN,666.0,America/New_York,America/New_York,860,117,ATL,Other,0
5,25,4,DL,853.0,America/New_York,America/New_York,1430,118,Other,ATL,0
10,23,1,DL,859.0,America/New_York,America/New_York,1446,215,Other,ATL,1
4,2,1,DL,152.0,America/New_York,America/New_York,1158,22,Other,ATL,0
12,1,5,DL,223.0,America/New_York,America/New_York,1421,50,Other,ATL,0
2,11,7,DL,516.0,America/New_York,America/New_York,1483,129,Other,ATL,1
11,7,2,DL,214.0,America/New_York,America/Chicago,1360,46,ATL,Other,0
1,2,2,DL,581.0,America/New_York,America/New_York,132,127,FLL,ATL,1
8,1,2,DL,366.0,America/New_York,America/New_York,745,73,Other,ATL,0
1,7,7,DL,545.0,America/New_York,America/New_York,180,127,ATL,Other,1
3,7,3,OH,213.0,America/New_York,America/New_York,277,68,Other,SAV,0
2,12,1,DL,760.0,America/New_York,America/New_York,1387,151,Other,ATL,0
8,17,4,NK,406.0,America/New_York,America/New_York,1548,121,Other,ATL,1
6,23,5,DL,406.0,America/New_York,America/New_York,1452,81,Other,ATL,0
4,11,3,9E,300.0,America/New_York,America/New_York,732,61,Other,ATL,0
6,9,5,AA,1947.0,America/New_York,America/Los_Angeles,1338,349,ATL,Other,1
8,9,3,DL,214.0,America/New_York,America/New_York,851,33,ATL,SAV,0
11,30,4,DL,526.0,America/New_York,America/New_York,1319,70,Other,ATL,0
5,4,4,OO,147.0,America/New_York,America/Chicago,285,166,ATL,Other,1
11,21,2,B6,901.0,America/New_York,America/New_York,1175,93,SAV,BOS,0
9,5,2,DL,404.0,America/New_York,America/New_York,730,78,ATL,MCO,0
5,14,7,OO,106.0,America/New_York,America/New_York,1054,60,Other,ATL,1
11,6,1,DL,606.0,America/New_York,America/Chicago,1055,114,ATL,ORD,0
11,29,3,DL,1590.0,America/Denver,America/New_York,202,193,Other,ATL,0
5,21,7,DL,444.0,America/New_York,America/New_York,1013,97,Other,ATL,0
5,4,4,NK,581.0,America/New_York,America/New_York,859,131,ATL,FLL,1
11,7,2,WN,692.0,America/New_York,America/Chicago,951,136,ATL,Other,0
3,29,4,OH,226.0,America/New_York,America/New_York,1040,89,Other,ATL,1
10,16,1,DL,2139.0,America/New_York,America/Los_Angeles,1061,318,ATL,Other,1
4,12,4,OO,508.0,America/New_York,America/Indiana/Indianapolis,877,106,ATL,Other,0
9,19,2,DL,581.0,America/New_York,America/New_York,1383,70,FLL,ATL,0
7,3,1,DL,192.0,America/New_York,America/New_York,190,47,ATL,Other,0
9,18,1,DL,577.0,America/New_York,America/New_York,1127,132,Other,ATL,1
9,28,4,DL,332.0,America/New_York,America/Chicago,1269,51,ATL,Other,0
2,5,1,OO,106.0,America/New_York,America/New_York,981,43,ATL,Other,0
5,10,3,DL,134.0,America/New_York,America/Chicago,813,44,ATL,Other,0
7,16,7,DL,356.0,America/New_York,America/New_York,891,72,Other,ATL,0
9,12,2,DL,425.0,America/New_York,America/Chicago,949,79,ATL,Other,0
8,24,4,EV,551.0,America/Chicago,America/New_York,1407,68,Other,ATL,0
1,11,4,9E,300.0,America/New_York,America/New_York,966,77,Other,ATL,0
9,5,2,WN,484.0,America/New_York,America/Chicago,1373,174,ATL,Other,1
9,12,2,DL,356.0,America/New_York,America/New_York,1161,33,ATL,Other,0
5,20,6,WN,669.0,America/Chicago,America/New_York,1417,214,Other,ATL,1
4,12,4,DL,946.0,America/New_York,America/New_York,1544,200,Other,ATL,1
11,11,6,DL,594.0,America/New_York,America/New_York,1167,80,ATL,Other,0
6,23,5,F9,1747.0,America/Los_Angeles,America/New_York,602,203,Other,ATL,0
8,6,7,WN,581.0,America/New_York,America/New_York,1261,208,FLL,ATL,1
7,6,4,NK,1947.0,America/New_York,America/Los_Angeles,1171,227,ATL,Other,0
8,10,4,OO,145.0,America/New_York,America/New_York,108,57,ATL,Other,0
12,29,5,DL,669.0,America/Chicago,America/New_York,780,76,Other,ATL,0
8,11,5,DL,250.0,America/Chicago,America/New_York,806,63,Other,ATL,0
2,25,7,DL,547.0,America/New_York,America/New_York,892,87,ATL,Other,0
10,12,4,DL,481.0,America/New_York,America/New_York,857,104,Other,ATL,1
2,24,6,DL,1027.0,America/New_York,America/New_York,757,122,Other,ATL,0
4,5,4,DL,528.0,America/New_York,America/New_York,1050,93,Other,ATL,0
10,23,1,DL,432.0,America/New_York,America/New_York,828,76,ATL,Other,0
4,19,4,DL,761.0,America/Chicago,America/New_York,985,88,Other,ATL,0
6,5,1,EV,457.0,America/New_York,America/New_York,1247,168,Other,ATL,1
3,14,3,9E,170.0,America/Chicago,America/New_York,685,63,Other,ATL,0
6,2,5,DL,1599.0,America/St_Thomas,America/New_York,1381,212,Other,ATL,0
8,21,1,UA,746.0,America/New_York,America/New_York,1477,256,ATL,Other,1
3,29,4,9E,300.0,America/New_York,America/New_York,995,93,ATL,Other,1
5,18,4,DL,554.0,America/New_York,America/New_York,1508,99,ATL,Other,0
2,10,6,DL,762.0,America/New_York,America/New_York,1171,156,LGA,ATL,0
11,12,7,DL,2182.0,America/Los_Angeles,America/New_York,1487,272,Other,ATL,0
2,20,2,WN,404.0,America/New_York,America/New_York,1174,61,ATL,MCO,0
10,12,4,WN,577.0,America/New_York,America/New_York,1197,99,Other,ATL,0
2,25,7,DL,2172.0,America/New_York,America/Los_Angeles,1243,335,ATL,Other,0
3,2,5,DL,4502.0,America/New_York,Pacific/Honolulu,1669,661,ATL,Other,1
12,13,3,DL,696.0,America/New_York,America/Chicago,1253,129,ATL,Other,0
2,6,2,DL,2116.0,America/Los_Angeles,America/New_York,1489,241,Other,ATL,0
7,20,4,DL,484.0,America/Chicago,America/New_York,1051,86,Other,ATL,0
9,7,4,EV,83.0,America/New_York,America/New_York,1336,45,ATL,Other,1
1,8,1,DL,484.0,America/New_York,America/Chicago,1044,126,ATL,Other,1
4,19,4,B6,760.0,America/New_York,America/New_York,1554,159,ATL,Other,1
12,7,4,UA,606.0,America/Chicago,America/New_York,818,83,ORD,ATL,0
7,10,1,WN,484.0,America/New_York,America/Chicago,1256,67,ATL,Other,0
4,28,6,DL,1590.0,America/New_York,America/Denver,999,235,ATL,Other,1
3,20,2,WN,594.0,America/Detroit,America/New_York,1519,181,Other,ATL,1
2,14,3,DL,404.0,America/New_York,America/New_York,850,85,MCO,ATL,0
10,25,3,DL,577.0,America/New_York,America/New_York,1166,105,Other,ATL,0
3,8,4,YX,629.0,America/New_York,America/New_York,843,88,SAV,Other,0
2,10,6,WN,406.0,America/New_York,America/New_York,1470,117,Other,ATL,1
8,28,1,DL,306.0,America/New_York,America/New_York,1321,71,Other,ATL,0
1,11,4,DL,270.0,America/New_York,America/New_York,1303,58,Other,ATL,0
6,10,6,DL,481.0,America/New_York,America/New_York,1259,77,ATL,Other,0
3,14,3,DL,366.0,America/New_York,America/New_York,220,75,ATL,Other,0
5,12,5,DL,442.0,America/New_York,America/New_York,877,78,ATL,Other,0
12,30,6,WN,425.0,America/Chicago,America/New_York,1188,92,Other,ATL,1
11,28,2,DL,516.0,America/New_York,America/New_York,1306,96,Other,ATL,0
11,7,2,WN,447.0,America/New_York,America/New_York,305,93,ATL,Other,1
7,15,6,EV,841.0,America/New_York,America/Chicago,1560,152,ATL,Other,1
11,10,5,DL,106.0,America/New_York,America/New_York,1159,29,ATL,Other,0
10,26,4,DL,2139.0,America/New_York,America/Los_Angeles,1244,367,ATL,Other,1
5,31,3,DL,782.0,America/Chicago,America/New_York,770,112,Other,ATL,0
7,3,1,WN,762.0,America/New_York,America/New_York,123,99,LGA,ATL,0
5,19,5,DL,3417.0,America/New_York,America/Anchorage,1561,425,ATL,Other,0
7,21,5,DL,271.0,America/Chicago,America/New_York,723,67,Other,ATL,0
4,15,7,YX,606.0,America/New_York,America/Chicago,744,93,ATL,ORD,0
2,15,4,DL,669.0,America/Chicago,America/New_York,1266,124,Other,ATL,1
6,16,5,EV,399.0,America/New_York,America/New_York,157,79,ATL,Other,0
1,3,3,AA,1947.0,America/New_York,America/Los_Angeles,1516,276,ATL,Other,0
6,26,1,WN,404.0,America/New_York,America/New_York,1078,47,ATL,MCO,0
2,22,4,DL,666.0,America/New_York,America/New_York,923,90,ATL,Other,0
3,6,2,DL,432.0,America/New_York,America/New_York,1041,111,Other,ATL,1
9,16,6,DL,406.0,America/New_York,America/New_York,945,101,ATL,Other,1
12,29,5,DL,594.0,America/Detroit,America/New_York,1031,130,Other,ATL,0
2,17,6,DL,547.0,America/New_York,America/New_York,963,73,ATL,Other,0
10,2,1,DL,425.0,America/Chicago,America/New_York,829,109,Other,ATL,1
2,18,7,WN,270.0,America/New_York,America/New_York,731,45,Other,ATL,0
1,6,6,DL,404.0,America/New_York,America/New_York,1205,72,ATL,MCO,0
8,31,4,DL,692.0,America/New_York,America/New_York,209,101,ATL,Other,0
6,13,2,WN,153.0,America/New_York,America/New_York,911,76,ATL,Other,1
4,18,3,DL,606.0,America/New_York,America/Chicago,897,112,ATL,ORD,0
5,25,4,DL,1892.0,America/New_York,America/Los_Angeles,1712,304,ATL,Other,1
9,4,1,WN,432.0,America/New_York,America/Indiana/Indianapolis,804,76,ATL,Other,0
9,29,5,DL,192.0,America/New_York,America/New_York,1260,63,Other,ATL,0
4,24,2,DL,2092.0,America/New_York,America/Los_Angeles,321,305,ATL,Other,0
5,7,7,DL,259.0,America/New_York,America/New_York,1365,80,Other,ATL,1
4,29,7,DL,760.0,America/New_York,America/New_York,986,104,ATL,Other,0
3,3,6,DL,153.0,America/New_York,America/New_York,872,36,Other,ATL,0
8,12,6,DL,404.0,America/New_York,America/New_York,1488,94,ATL,MCO,1
4,8,7,YX,629.0,America/New_York,America/New_York,952,90,SAV,Other,0
1,22,1,DL,481.0,America/New_York,America/New_York,1299,111,Other,ATL,0
4,2,1,WN,432.0,America/Indiana/Indianapolis,America/New_York,974,72,Other,ATL,0
12,23,6,OO,508.0,America/Indiana/Indianapolis,America/New_York,1027,224,Other,ATL,1
12,6,3,WN,1199.0,America/Denver,America/New_York,1262,129,Other,ATL,0
7,9,7,WN,666.0,America/New_York,America/New_York,1386,142,Other,ATL,1
1,4,4,WN,577.0,America/New_York,America/New_York,1234,108,ATL,Other,1
2,20,2,OH,213.0,America/New_York,America/New_York,1236,67,SAV,CLT,0
4,29,7,WN,270.0,America/New_York,America/New_York,1206,94,ATL,Other,1
10,4,3,DL,760.0,America/New_York,America/New_York,210,111,ATL,Other,0
1,27,6,9E,331.0,America/New_York,America/New_York,954,96,ATL,Other,1
6,30,5,DL,484.0,America/Chicago,America/New_York,1497,69,Other,ATL,0
4,14,6,DL,406.0,America/New_York,America/New_York,839,85,ATL,Other,1
4,23,1,YV,534.0,America/New_York,America/New_York,268,149,Other,ATL,1
9,4,1,DL,223.0,America/New_York,America/New_York,1341,41,Other,ATL,0
1,3,3,OO,448.0,America/New_York,America/Chicago,1491,133,ATL,Other,1
8,5,6,OO,106.0,America/New_York,America/New_York,1209,41,Other,ATL,0
12,13,3,NK,907.0,America/Chicago,America/New_York,1148,127,Other,ATL,0
1,13,6,DL,356.0,America/New_York,America/New_York,889,80,Other,ATL,0
3,21,3,DL,457.0,America/New_York,America/New_York,1460,70,ATL,Other,0
1,26,5,DL,1947.0,America/New_York,America/Los_Angeles,1247,304,ATL,Other,0
8,1,2,WN,1747.0,America/Los_Angeles,America/New_York,1539,221,Other,ATL,1
10,16,1,WN,406.0,America/New_York,America/New_York,1362,102,ATL,Other,1
12,1,5,DL,270.0,America/New_York,America/New_York,285,62,ATL,Other,0
